Country code,Year,labor share group,firms,value_added,value_added_tot,Country,count,Method
DE,1989,1.4000000000000001,,,,Germany,2.0,Method 1
DE,1989,1.5,,,,Germany,2.0,Method 1
DE,1990,0.1,1.0,2495800.0,151150552.0,Germany,2.0,Method 1
DE,1990,0.2,,,,Germany,2.0,Method 1
DE,1990,0.30000000000000004,,,,Germany,2.0,Method 1
DE,1990,0.4,1.0,148654752.0,151150552.0,Germany,2.0,Method 1
DE,1990,0.5,,,,Germany,2.0,Method 1
DE,1990,0.6000000000000001,,,,Germany,2.0,Method 1
DE,1990,0.7000000000000001,,,,Germany,2.0,Method 1
DE,1990,0.8,,,,Germany,2.0,Method 1
DE,1990,0.9,,,,Germany,2.0,Method 1
DE,1990,1.0,,,,Germany,2.0,Method 1
DE,1990,1.1,,,,Germany,2.0,Method 1
DE,1990,1.2000000000000002,,,,Germany,2.0,Method 1
DE,1990,1.3,,,,Germany,2.0,Method 1
DE,1990,1.4000000000000001,,,,Germany,2.0,Method 1
DE,1990,1.5,,,,Germany,2.0,Method 1
DE,1991,0.1,,,,Germany,1.0,Method 1
DE,1991,0.2,,,,Germany,1.0,Method 1
DE,1991,0.30000000000000004,,,,Germany,1.0,Method 1
DE,1991,0.4,1.0,253288794.0,253288794.0,Germany,1.0,Method 1
DE,1991,0.5,,,,Germany,1.0,Method 1
DE,1991,0.6000000000000001,,,,Germany,1.0,Method 1
DE,1991,0.7000000000000001,,,,Germany,1.0,Method 1
DE,1991,0.8,,,,Germany,1.0,Method 1
DE,1991,0.9,,,,Germany,1.0,Method 1
DE,1991,1.0,,,,Germany,1.0,Method 1
DE,1991,1.1,,,,Germany,1.0,Method 1
DE,1991,1.2000000000000002,,,,Germany,1.0,Method 1
DE,1991,1.3,,,,Germany,1.0,Method 1
DE,1991,1.4000000000000001,,,,Germany,1.0,Method 1
DE,1991,1.5,,,,Germany,1.0,Method 1
DE,1992,0.1,,,,,,Method 1
DE,1992,0.2,,,,,,Method 1
DE,1992,0.30000000000000004,,,,,,Method 1
DE,1992,0.4,,,,,,Method 1
DE,1992,0.5,,,,,,Method 1
DE,1992,0.6000000000000001,,,,,,Method 1
DE,1992,0.7000000000000001,,,,,,Method 1
DE,1992,0.8,,,,,,Method 1
DE,1992,0.9,,,,,,Method 1
DE,1992,1.0,,,,,,Method 1
DE,1992,1.1,,,,,,Method 1
DE,1992,1.2000000000000002,,,,,,Method 1
DE,1992,1.3,,,,,,Method 1
DE,1992,1.4000000000000001,,,,,,Method 1
DE,1992,1.5,,,,,,Method 1
DE,1993,0.1,,,,Germany,2.0,Method 1
DE,1993,0.2,,,,Germany,2.0,Method 1
DE,1993,0.30000000000000004,,,,Germany,2.0,Method 1
DE,1993,0.4,1.0,26753751.0,325553751.0,Germany,2.0,Method 1
DE,1993,0.5,1.0,298800000.0,325553751.0,Germany,2.0,Method 1
DE,1993,0.6000000000000001,,,,Germany,2.0,Method 1
DE,1993,0.7000000000000001,,,,Germany,2.0,Method 1
DE,1993,0.8,,,,Germany,2.0,Method 1
DE,1993,0.9,,,,Germany,2.0,Method 1
DE,1993,1.0,,,,Germany,2.0,Method 1
DE,1993,1.1,,,,Germany,2.0,Method 1
DE,1993,1.2000000000000002,,,,Germany,2.0,Method 1
DE,1993,1.3,,,,Germany,2.0,Method 1
DE,1993,1.4000000000000001,,,,Germany,2.0,Method 1
DE,1993,1.5,,,,Germany,2.0,Method 1
DE,1994,0.1,,,,Germany,2.0,Method 1
DE,1994,0.2,,,,Germany,2.0,Method 1
DE,1994,0.30000000000000004,,,,Germany,2.0,Method 1
DE,1994,0.4,1.0,66851112.0,423651112.0,Germany,2.0,Method 1
DE,1994,0.5,1.0,356800000.0,423651112.0,Germany,2.0,Method 1
DE,1994,0.6000000000000001,,,,Germany,2.0,Method 1
DE,1994,0.7000000000000001,,,,Germany,2.0,Method 1
DE,1994,0.8,,,,Germany,2.0,Method 1
DE,1994,0.9,,,,Germany,2.0,Method 1
DE,1994,1.0,,,,Germany,2.0,Method 1
DE,1994,1.1,,,,Germany,2.0,Method 1
DE,1994,1.2000000000000002,,,,Germany,2.0,Method 1
DE,1994,1.3,,,,Germany,2.0,Method 1
DE,1994,1.4000000000000001,,,,Germany,2.0,Method 1
DE,1994,1.5,,,,Germany,2.0,Method 1
DE,1995,0.1,,,,Germany,2.0,Method 1
DE,1995,0.2,,,,Germany,2.0,Method 1
DE,1995,0.30000000000000004,,,,Germany,2.0,Method 1
DE,1995,0.4,1.0,75945203.0,544745203.0,Germany,2.0,Method 1
DE,1995,0.5,1.0,468800000.0,544745203.0,Germany,2.0,Method 1
DE,1995,0.6000000000000001,,,,Germany,2.0,Method 1
DE,1995,0.7000000000000001,,,,Germany,2.0,Method 1
DE,1995,0.8,,,,Germany,2.0,Method 1
DE,1995,0.9,,,,Germany,2.0,Method 1
DE,1995,1.0,,,,Germany,2.0,Method 1
DE,1995,1.1,,,,Germany,2.0,Method 1
DE,1995,1.2000000000000002,,,,Germany,2.0,Method 1
DE,1995,1.3,,,,Germany,2.0,Method 1
DE,1995,1.4000000000000001,,,,Germany,2.0,Method 1
DE,1995,1.5,,,,Germany,2.0,Method 1
DE,1996,0.1,,,,Germany,3.0,Method 1
DE,1996,0.2,,,,Germany,3.0,Method 1
DE,1996,0.30000000000000004,1.0,33958073.0,467142558.0,Germany,3.0,Method 1
DE,1996,0.4,1.0,59384485.0,467142558.0,Germany,3.0,Method 1
DE,1996,0.5,1.0,373800000.0,467142558.0,Germany,3.0,Method 1
DE,1996,0.6000000000000001,,,,Germany,3.0,Method 1
DE,1996,0.7000000000000001,,,,Germany,3.0,Method 1
DE,1996,0.8,,,,Germany,3.0,Method 1
DE,1996,0.9,,,,Germany,3.0,Method 1
DE,1996,1.0,,,,Germany,3.0,Method 1
DE,1996,1.1,,,,Germany,3.0,Method 1
DE,1996,1.2000000000000002,,,,Germany,3.0,Method 1
DE,1996,1.3,,,,Germany,3.0,Method 1
DE,1996,1.4000000000000001,,,,Germany,3.0,Method 1
DE,1996,1.5,,,,Germany,3.0,Method 1
DE,1997,0.1,,,,Germany,3.0,Method 1
DE,1997,0.2,,,,Germany,3.0,Method 1
DE,1997,0.30000000000000004,1.0,34341645.0,391274962.0,Germany,3.0,Method 1
DE,1997,0.4,1.0,44933317.0,391274962.0,Germany,3.0,Method 1
DE,1997,0.5,1.0,312000000.0,391274962.0,Germany,3.0,Method 1
DE,1997,0.6000000000000001,,,,Germany,3.0,Method 1
DE,1997,0.7000000000000001,,,,Germany,3.0,Method 1
DE,1997,0.8,,,,Germany,3.0,Method 1
DE,1997,0.9,,,,Germany,3.0,Method 1
DE,1997,1.0,,,,Germany,3.0,Method 1
DE,1997,1.1,,,,Germany,3.0,Method 1
DE,1997,1.2000000000000002,,,,Germany,3.0,Method 1
DE,1997,1.3,,,,Germany,3.0,Method 1
DE,1997,1.4000000000000001,,,,Germany,3.0,Method 1
DE,1997,1.5,,,,Germany,3.0,Method 1
DE,1998,0.1,,,,Germany,2.0,Method 1
DE,1998,0.2,,,,Germany,2.0,Method 1
DE,1998,0.30000000000000004,,,,Germany,2.0,Method 1
DE,1998,0.4,,,,Germany,2.0,Method 1
DE,1998,0.5,1.0,10765000.0,219765000.0,Germany,2.0,Method 1
DE,1998,0.6000000000000001,,,,Germany,2.0,Method 1
DE,1998,0.7000000000000001,,,,Germany,2.0,Method 1
DE,1998,0.8,1.0,209000000.0,219765000.0,Germany,2.0,Method 1
DE,1998,0.9,,,,Germany,2.0,Method 1
DE,1998,1.0,,,,Germany,2.0,Method 1
DE,1998,1.1,,,,Germany,2.0,Method 1
DE,1998,1.2000000000000002,,,,Germany,2.0,Method 1
DE,1998,1.3,,,,Germany,2.0,Method 1
DE,1998,1.4000000000000001,,,,Germany,2.0,Method 1
DE,1998,1.5,,,,Germany,2.0,Method 1
DE,1999,0.1,,,,Germany,4.0,Method 1
DE,1999,0.2,,,,Germany,4.0,Method 1
DE,1999,0.30000000000000004,,,,Germany,4.0,Method 1
DE,1999,0.4,1.0,262200.0,193311476.0,Germany,4.0,Method 1
DE,1999,0.5,3.0,193049276.0,193311476.0,Germany,4.0,Method 1
DE,1999,0.6000000000000001,,,,Germany,4.0,Method 1
DE,1999,0.7000000000000001,,,,Germany,4.0,Method 1
DE,1999,0.8,,,,Germany,4.0,Method 1
DE,1999,0.9,,,,Germany,4.0,Method 1
DE,1999,1.0,,,,Germany,4.0,Method 1
DE,1999,1.1,,,,Germany,4.0,Method 1
DE,1999,1.2000000000000002,,,,Germany,4.0,Method 1
DE,1999,1.3,,,,Germany,4.0,Method 1
DE,1999,1.4000000000000001,,,,Germany,4.0,Method 1
DE,1999,1.5,,,,Germany,4.0,Method 1
DE,2000,0.1,,,,Germany,8.0,Method 1
DE,2000,0.2,,,,Germany,8.0,Method 1
DE,2000,0.30000000000000004,2.0,31741600.0,802808512.0,Germany,8.0,Method 1
DE,2000,0.4,3.0,344017283.0,802808512.0,Germany,8.0,Method 1
DE,2000,0.5,2.0,385254629.0,802808512.0,Germany,8.0,Method 1
DE,2000,0.6000000000000001,,,,Germany,8.0,Method 1
DE,2000,0.7000000000000001,1.0,41795000.0,802808512.0,Germany,8.0,Method 1
DE,2000,0.8,,,,Germany,8.0,Method 1
DE,2000,0.9,,,,Germany,8.0,Method 1
DE,2000,1.0,,,,Germany,8.0,Method 1
DE,2000,1.1,,,,Germany,8.0,Method 1
DE,2000,1.2000000000000002,,,,Germany,8.0,Method 1
DE,2000,1.3,,,,Germany,8.0,Method 1
DE,2000,1.4000000000000001,,,,Germany,8.0,Method 1
DE,2000,1.5,,,,Germany,8.0,Method 1
DE,2001,0.1,1.0,67860748.0,8292886465.0,Germany,44.0,Method 1
DE,2001,0.2,5.0,251101602.0,8292886465.0,Germany,44.0,Method 1
DE,2001,0.30000000000000004,8.0,720715475.0,8292886465.0,Germany,44.0,Method 1
DE,2001,0.4,17.0,1300424859.0,8292886465.0,Germany,44.0,Method 1
DE,2001,0.5,4.0,2218942156.0,8292886465.0,Germany,44.0,Method 1
DE,2001,0.6000000000000001,6.0,1681814625.0,8292886465.0,Germany,44.0,Method 1
DE,2001,0.7000000000000001,1.0,14227000.0,8292886465.0,Germany,44.0,Method 1
DE,2001,0.8,2.0,2037800000.0,8292886465.0,Germany,44.0,Method 1
DE,2001,0.9,,,,Germany,44.0,Method 1
DE,2001,1.0,,,,Germany,44.0,Method 1
DE,2001,1.1,,,,Germany,44.0,Method 1
DE,2001,1.2000000000000002,,,,Germany,44.0,Method 1
DE,2001,1.3,,,,Germany,44.0,Method 1
DE,2001,1.4000000000000001,,,,Germany,44.0,Method 1
DE,2001,1.5,,,,Germany,44.0,Method 1
DE,2002,0.1,3.0,208013886.0,54350504838.0,Germany,102.0,Method 1
DE,2002,0.2,7.0,584356555.0,54350504838.0,Germany,102.0,Method 1
DE,2002,0.30000000000000004,20.0,3582816266.0,54350504838.0,Germany,102.0,Method 1
DE,2002,0.4,23.0,4517516696.0,54350504838.0,Germany,102.0,Method 1
DE,2002,0.5,20.0,9545064521.0,54350504838.0,Germany,102.0,Method 1
DE,2002,0.6000000000000001,13.0,2791163971.0,54350504838.0,Germany,102.0,Method 1
DE,2002,0.7000000000000001,14.0,32841132943.0,54350504838.0,Germany,102.0,Method 1
DE,2002,0.8,1.0,15340000.0,54350504838.0,Germany,102.0,Method 1
DE,2002,0.9,1.0,265100000.0,54350504838.0,Germany,102.0,Method 1
DE,2002,1.0,,,,Germany,102.0,Method 1
DE,2002,1.1,,,,Germany,102.0,Method 1
DE,2002,1.2000000000000002,,,,Germany,102.0,Method 1
DE,2002,1.3,,,,Germany,102.0,Method 1
DE,2002,1.4000000000000001,,,,Germany,102.0,Method 1
DE,2002,1.5,,,,Germany,102.0,Method 1
DE,2003,0.1,5.0,349525766.0,68419988550.0,Germany,116.0,Method 1
DE,2003,0.2,8.0,1621190817.0,68419988550.0,Germany,116.0,Method 1
DE,2003,0.30000000000000004,18.0,3875541257.0,68419988550.0,Germany,116.0,Method 1
DE,2003,0.4,20.0,4544037307.0,68419988550.0,Germany,116.0,Method 1
DE,2003,0.5,22.0,13680133652.0,68419988550.0,Germany,116.0,Method 1
DE,2003,0.6000000000000001,22.0,27008603622.0,68419988550.0,Germany,116.0,Method 1
DE,2003,0.7000000000000001,15.0,4430128496.0,68419988550.0,Germany,116.0,Method 1
DE,2003,0.8,4.0,12704630000.0,68419988550.0,Germany,116.0,Method 1
DE,2003,0.9,,,,Germany,116.0,Method 1
DE,2003,1.0,1.0,146200000.0,68419988550.0,Germany,116.0,Method 1
DE,2003,1.1,1.0,59997633.0,68419988550.0,Germany,116.0,Method 1
DE,2003,1.2000000000000002,,,,Germany,116.0,Method 1
DE,2003,1.3,,,,Germany,116.0,Method 1
DE,2003,1.4000000000000001,,,,Germany,116.0,Method 1
DE,2003,1.5,,,,Germany,116.0,Method 1
DE,2004,0.1,5.0,753330983.0,75984222820.0,Germany,142.0,Method 1
DE,2004,0.2,3.0,1504047981.0,75984222820.0,Germany,142.0,Method 1
DE,2004,0.30000000000000004,27.0,5955068223.0,75984222820.0,Germany,142.0,Method 1
DE,2004,0.4,31.0,16831427541.0,75984222820.0,Germany,142.0,Method 1
DE,2004,0.5,26.0,2308320832.0,75984222820.0,Germany,142.0,Method 1
DE,2004,0.6000000000000001,34.0,7343928223.0,75984222820.0,Germany,142.0,Method 1
DE,2004,0.7000000000000001,11.0,28704978767.0,75984222820.0,Germany,142.0,Method 1
DE,2004,0.8,3.0,12353615000.0,75984222820.0,Germany,142.0,Method 1
DE,2004,0.9,1.0,226500000.0,75984222820.0,Germany,142.0,Method 1
DE,2004,1.0,1.0,3005270.0,75984222820.0,Germany,142.0,Method 1
DE,2004,1.1,,,,Germany,142.0,Method 1
DE,2004,1.2000000000000002,,,,Germany,142.0,Method 1
DE,2004,1.3,,,,Germany,142.0,Method 1
DE,2004,1.4000000000000001,,,,Germany,142.0,Method 1
DE,2004,1.5,,,,Germany,142.0,Method 1
DE,2005,0.1,4.0,525646124.0,70648074978.0,Germany,190.0,Method 1
DE,2005,0.2,12.0,1282642920.0,70648074978.0,Germany,190.0,Method 1
DE,2005,0.30000000000000004,25.0,2979828280.0,70648074978.0,Germany,190.0,Method 1
DE,2005,0.4,37.0,14415873106.0,70648074978.0,Germany,190.0,Method 1
DE,2005,0.5,51.0,9094714427.0,70648074978.0,Germany,190.0,Method 1
DE,2005,0.6000000000000001,36.0,4311667956.0,70648074978.0,Germany,190.0,Method 1
DE,2005,0.7000000000000001,16.0,23835270212.0,70648074978.0,Germany,190.0,Method 1
DE,2005,0.8,7.0,14111728149.0,70648074978.0,Germany,190.0,Method 1
DE,2005,0.9,2.0,90703804.0,70648074978.0,Germany,190.0,Method 1
DE,2005,1.0,,,,Germany,190.0,Method 1
DE,2005,1.1,,,,Germany,190.0,Method 1
DE,2005,1.2000000000000002,,,,Germany,190.0,Method 1
DE,2005,1.3,,,,Germany,190.0,Method 1
DE,2005,1.4000000000000001,,,,Germany,190.0,Method 1
DE,2005,1.5,,,,Germany,190.0,Method 1
DE,2006,0.1,6.0,563390941.0,71106029984.0,Germany,245.0,Method 1
DE,2006,0.2,12.0,3767745141.0,71106029984.0,Germany,245.0,Method 1
DE,2006,0.30000000000000004,37.0,2944082864.0,71106029984.0,Germany,245.0,Method 1
DE,2006,0.4,48.0,10224434214.0,71106029984.0,Germany,245.0,Method 1
DE,2006,0.5,64.0,4514631390.0,71106029984.0,Germany,245.0,Method 1
DE,2006,0.6000000000000001,48.0,34103047683.0,71106029984.0,Germany,245.0,Method 1
DE,2006,0.7000000000000001,20.0,967420184.0,71106029984.0,Germany,245.0,Method 1
DE,2006,0.8,4.0,336559345.0,71106029984.0,Germany,245.0,Method 1
DE,2006,0.9,4.0,13671921222.0,71106029984.0,Germany,245.0,Method 1
DE,2006,1.0,1.0,9048000.0,71106029984.0,Germany,245.0,Method 1
DE,2006,1.1,,,,Germany,245.0,Method 1
DE,2006,1.2000000000000002,,,,Germany,245.0,Method 1
DE,2006,1.3,,,,Germany,245.0,Method 1
DE,2006,1.4000000000000001,1.0,3749000.0,71106029984.0,Germany,245.0,Method 1
DE,2006,1.5,,,,Germany,245.0,Method 1
DE,2007,0.1,9.0,871009930.0,91705867993.0,Germany,266.0,Method 1
DE,2007,0.2,13.0,1361087806.0,91705867993.0,Germany,266.0,Method 1
DE,2007,0.30000000000000004,42.0,4876196020.0,91705867993.0,Germany,266.0,Method 1
DE,2007,0.4,60.0,11113944876.0,91705867993.0,Germany,266.0,Method 1
DE,2007,0.5,62.0,17050244675.0,91705867993.0,Germany,266.0,Method 1
DE,2007,0.6000000000000001,49.0,54459935593.0,91705867993.0,Germany,266.0,Method 1
DE,2007,0.7000000000000001,18.0,1112304303.0,91705867993.0,Germany,266.0,Method 1
DE,2007,0.8,7.0,239391203.0,91705867993.0,Germany,266.0,Method 1
DE,2007,0.9,3.0,576124363.0,91705867993.0,Germany,266.0,Method 1
DE,2007,1.0,2.0,36347638.0,91705867993.0,Germany,266.0,Method 1
DE,2007,1.1,,,,Germany,266.0,Method 1
DE,2007,1.2000000000000002,1.0,9281586.0,91705867993.0,Germany,266.0,Method 1
DE,2007,1.3,,,,Germany,266.0,Method 1
DE,2007,1.4000000000000001,,,,Germany,266.0,Method 1
DE,2007,1.5,,,,Germany,266.0,Method 1
DE,2008,0.1,8.0,379765128.0,87865474674.0,Germany,252.0,Method 1
DE,2008,0.2,11.0,1769359738.0,87865474674.0,Germany,252.0,Method 1
DE,2008,0.30000000000000004,32.0,6512111607.0,87865474674.0,Germany,252.0,Method 1
DE,2008,0.4,46.0,15101047383.0,87865474674.0,Germany,252.0,Method 1
DE,2008,0.5,64.0,9259947672.0,87865474674.0,Germany,252.0,Method 1
DE,2008,0.6000000000000001,47.0,46794748022.0,87865474674.0,Germany,252.0,Method 1
DE,2008,0.7000000000000001,26.0,3539039809.0,87865474674.0,Germany,252.0,Method 1
DE,2008,0.8,10.0,1470917035.0,87865474674.0,Germany,252.0,Method 1
DE,2008,0.9,5.0,2977233604.0,87865474674.0,Germany,252.0,Method 1
DE,2008,1.0,3.0,61304676.0,87865474674.0,Germany,252.0,Method 1
DE,2008,1.1,,,,Germany,252.0,Method 1
DE,2008,1.2000000000000002,,,,Germany,252.0,Method 1
DE,2008,1.3,,,,Germany,252.0,Method 1
DE,2008,1.4000000000000001,,,,Germany,252.0,Method 1
DE,2008,1.5,,,,Germany,252.0,Method 1
DE,2009,0.1,4.0,124715441.0,77352943117.0,Germany,254.0,Method 1
DE,2009,0.2,9.0,753445720.0,77352943117.0,Germany,254.0,Method 1
DE,2009,0.30000000000000004,32.0,3068817583.0,77352943117.0,Germany,254.0,Method 1
DE,2009,0.4,39.0,16480446415.0,77352943117.0,Germany,254.0,Method 1
DE,2009,0.5,53.0,6252584866.0,77352943117.0,Germany,254.0,Method 1
DE,2009,0.6000000000000001,51.0,21255025131.0,77352943117.0,Germany,254.0,Method 1
DE,2009,0.7000000000000001,29.0,4505111595.0,77352943117.0,Germany,254.0,Method 1
DE,2009,0.8,15.0,20595905097.0,77352943117.0,Germany,254.0,Method 1
DE,2009,0.9,9.0,792321231.0,77352943117.0,Germany,254.0,Method 1
DE,2009,1.0,8.0,1765183700.0,77352943117.0,Germany,254.0,Method 1
DE,2009,1.1,1.0,9252958.0,77352943117.0,Germany,254.0,Method 1
DE,2009,1.2000000000000002,2.0,27833380.0,77352943117.0,Germany,254.0,Method 1
DE,2009,1.3,1.0,1604000000.0,77352943117.0,Germany,254.0,Method 1
DE,2009,1.4000000000000001,,,,Germany,254.0,Method 1
DE,2009,1.5,,,,Germany,254.0,Method 1
DE,2010,0.1,5.0,325843656.0,87745645417.0,Germany,235.0,Method 1
DE,2010,0.2,15.0,1742786770.0,87745645417.0,Germany,235.0,Method 1
DE,2010,0.30000000000000004,32.0,5103212458.0,87745645417.0,Germany,235.0,Method 1
DE,2010,0.4,42.0,16402590293.0,87745645417.0,Germany,235.0,Method 1
DE,2010,0.5,62.0,25831032879.0,87745645417.0,Germany,235.0,Method 1
DE,2010,0.6000000000000001,33.0,30735723596.0,87745645417.0,Germany,235.0,Method 1
DE,2010,0.7000000000000001,24.0,3800140303.0,87745645417.0,Germany,235.0,Method 1
DE,2010,0.8,13.0,1233119845.0,87745645417.0,Germany,235.0,Method 1
DE,2010,0.9,3.0,96010441.0,87745645417.0,Germany,235.0,Method 1
DE,2010,1.0,3.0,774592023.0,87745645417.0,Germany,235.0,Method 1
DE,2010,1.1,1.0,7746185.0,87745645417.0,Germany,235.0,Method 1
DE,2010,1.2000000000000002,2.0,1692846968.0,87745645417.0,Germany,235.0,Method 1
DE,2010,1.3,,,,Germany,235.0,Method 1
DE,2010,1.4000000000000001,,,,Germany,235.0,Method 1
DE,2010,1.5,,,,Germany,235.0,Method 1
DE,2011,0.1,1.0,3439723.0,91371288133.0,Germany,257.0,Method 1
DE,2011,0.2,10.0,582236942.0,91371288133.0,Germany,257.0,Method 1
DE,2011,0.30000000000000004,36.0,9826286798.0,91371288133.0,Germany,257.0,Method 1
DE,2011,0.4,56.0,17471575507.0,91371288133.0,Germany,257.0,Method 1
DE,2011,0.5,61.0,56064346780.0,91371288133.0,Germany,257.0,Method 1
DE,2011,0.6000000000000001,45.0,3628485290.0,91371288133.0,Germany,257.0,Method 1
DE,2011,0.7000000000000001,26.0,1670318320.0,91371288133.0,Germany,257.0,Method 1
DE,2011,0.8,16.0,1407036885.0,91371288133.0,Germany,257.0,Method 1
DE,2011,0.9,2.0,50575389.0,91371288133.0,Germany,257.0,Method 1
DE,2011,1.0,3.0,663081509.0,91371288133.0,Germany,257.0,Method 1
DE,2011,1.1,1.0,3904990.0,91371288133.0,Germany,257.0,Method 1
DE,2011,1.2000000000000002,,,,Germany,257.0,Method 1
DE,2011,1.3,,,,Germany,257.0,Method 1
DE,2011,1.4000000000000001,,,,Germany,257.0,Method 1
DE,2011,1.5,,,,Germany,257.0,Method 1
DE,2012,0.1,1.0,6496802.0,97948226006.0,Germany,241.0,Method 1
DE,2012,0.2,8.0,2699235184.0,97948226006.0,Germany,241.0,Method 1
DE,2012,0.30000000000000004,29.0,3739232855.0,97948226006.0,Germany,241.0,Method 1
DE,2012,0.4,61.0,22311607789.0,97948226006.0,Germany,241.0,Method 1
DE,2012,0.5,53.0,30820105691.0,97948226006.0,Germany,241.0,Method 1
DE,2012,0.6000000000000001,49.0,33262907925.0,97948226006.0,Germany,241.0,Method 1
DE,2012,0.7000000000000001,20.0,1151122926.0,97948226006.0,Germany,241.0,Method 1
DE,2012,0.8,14.0,771151434.0,97948226006.0,Germany,241.0,Method 1
DE,2012,0.9,5.0,3173785122.0,97948226006.0,Germany,241.0,Method 1
DE,2012,1.0,1.0,12580278.0,97948226006.0,Germany,241.0,Method 1
DE,2012,1.1,,,,Germany,241.0,Method 1
DE,2012,1.2000000000000002,,,,Germany,241.0,Method 1
DE,2012,1.3,,,,Germany,241.0,Method 1
DE,2012,1.4000000000000001,,,,Germany,241.0,Method 1
DE,2012,1.5,,,,Germany,241.0,Method 1
DE,2013,0.1,2.0,174562348.0,100649045049.0,Germany,254.0,Method 1
DE,2013,0.2,8.0,2825434047.0,100649045049.0,Germany,254.0,Method 1
DE,2013,0.30000000000000004,31.0,3337436947.0,100649045049.0,Germany,254.0,Method 1
DE,2013,0.4,55.0,21998549705.0,100649045049.0,Germany,254.0,Method 1
